days_tweet,categ,values_baseline,values_neda
-14,space,0.8865450692395638,0.7240779120512605
-14,time,0.7504986048111951,0.6554287938120116
-14,work,0.3387780415117212,0.3478465591841448
-14,leisure,0.26168766679992606,0.17978062305056622
-14,home,0.05555606810612782,0.04392542104030342
-14,money,0.11005895827411233,0.07338509575177059
-14,relig,0.06665308231427051,0.036759905261056
-14,death,0.029972157261352172,0.029762040738178626
-14,informal,0.8778688398682505,0.7513901321902233
-14,swear,0.0900719508565454,0.0569203211826718
-14,netspeak,0.7230939049528333,0.63437122641419
-14,assent,0.5993825131367546,0.5380883501124608
-14,nonflu,0.024706214906720612,0.023814141744288586
-14,filler,0.004847401814680686,0.004997374092970239
-13,fun,7.054367224444987,5.3260722350603595
-13,pronoun,2.0562625213097383,1.6450330334224006
-13,ppron,1.3107729949995182,1.0903520559652256
-13,i,0.5661302529537687,0.4808671098918851
-13,we,0.14101254530226826,0.09801109818686221
-13,you,0.32246252951766036,0.3292193170490211
-13,shehe,0.16847341295358662,0.11370220842576087
-13,they,0.11323755945991423,0.06991317750642237
-13,ipron,0.7444589567181137,0.5544233285038739
-13,article,0.9215142837250361,0.6837788712598515
-13,prep,1.8544120369113164,1.3561241636243997
-13,auxverb,0.9789149447351966,0.7540283618902677
-13,adverb,0.6805333806193133,0.49746922882982975
-13,conj,0.7465515504971664,0.5502045717180531
-13,negate,0.1557225138089379,0.11670835269961578
-13,verb,2.0435660765543955,1.5904481156765238
-13,adj,0.6973666448365218,0.5925694678900062
-13,compare,0.30486435451105964,0.23914446448125992
-13,interrog,0.23348398480553906,0.17572975728255727
-13,number,0.13045954981453078,0.1149075205737864
-13,quant,0.2995857527132687,0.23000246057559257
-13,affect,1.0021573128337997,0.8777635171066636
-13,posemo,0.6471739009212639,0.6252991489735933
-13,negemo,0.34598554424139033,0.2419657394728746
-13,anx,0.04424860663223111,0.045039768905844026
-13,anger,0.1295285763119497,0.08721062168547063
-13,sad,0.07027054186344654,0.0522354141014698
-13,social,2.133487726336179,1.8615817414103777
-13,family,0.05571106047180649,0.06449269589545865
-13,friend,0.06655527119006249,0.08528689130268795
-13,female,0.11873039644552463,0.11792521727846848
-13,male,0.18188615893216398,0.1091459156283081
-13,cogproc,1.4811106588228942,1.1170660717414949
-13,insight,0.3014429978692682,0.23825611582465914
-13,cause,0.24713630151648144,0.19840182407057524
-13,discrep,0.2127752181735767,0.1701555327426291
-13,tentat,0.3214821660571842,0.21828308773182453
-13,certain,0.2699902659880347,0.1778743317064088
-13,differ,0.3378761982611596,0.25112551554138385
-13,percept,0.38555715958370984,0.3464845329568683
-13,see,0.1788748454951615,0.15616799578880644
-13,hear,0.10678825365319164,0.0968595573626881
-13,feel,0.076915663421212,0.07989257071444478
-13,bio,0.39739156933730757,0.4165312890636052
-13,body,0.12419410051638832,0.09714949554719211
-13,health,0.12935292283027044,0.15424586785455593
-13,sexual,0.041683132318401844,0.05348190289235067
-13,ingest,0.07928684169905761,0.09677657144369006
-13,drives,1.2739339766231024,1.0385527759392132
-13,affiliation,0.4075722375336448,0.4013712788772751
-13,achiev,0.2793925338823836,0.2077638070862796
-13,power,0.46205158366952453,0.3104440400648173
-13,reward,0.25121572964089317,0.1720192705458382
-13,risk,0.08344756718498346,0.08168949503447596
-13,focuspast,0.4209286771660143,0.2888796731934572
-13,focuspresent,1.409946757827898,1.1352250918069222
-13,focusfuture,0.17390744052147156,0.08777728157838238
-13,relativ,1.9640127162336298,1.4066452210965403
-13,motion,0.28717669253742545,0.16379883942592713
-13,space,0.9020927061757825,0.6264045846789071
-13,time,0.7974316133388247,0.6283523018003412
-13,work,0.4046209002843291,0.29301271767039405
-13,leisure,0.2574061976390437,0.18397760310646064
-13,home,0.057707685962722605,0.032328093179371874
-13,money,0.12353326075616146,0.0550250757787014
-13,relig,0.06337377102868937,0.0295169519504138
-13,death,0.03185313958870259,0.0351151450934869
-13,informal,0.84939425777020106,0.7886363284444526
-13,swear,0.08314200785677961,0.05833011246184763
-13,netspeak,0.7077999005170889,0.658389821779228
-13,assent,0.5905170857409975,0.53780849860278
-13,nonflu,0.023059270418301865,0.02023733584593384
-13,filler,0.004610074222475437,0.0034954258482870577
-12,fun,7.004909090920615,5.325072433979988
-12,pronoun,2.0538085196587232,1.6394680939940793
-12,ppron,1.3108073346605098,1.1067221750292333
-12,i,0.5745313024789773,0.5193575843949332
-12,we,0.14364976797290227,0.13485906130422598
-12,you,0.32358752865488943,0.29186365946716897
-12,shehe,0.15793861695048925,0.10096610064127672
-12,they,0.1118117577949406,0.060270527556889546
-12,ipron,0.7422712925372685,0.5323004504548613
-12,article,0.8999834278987681,0.6704995710673423
-12,prep,1.8495578653435365,1.3817181137758272
-12,auxverb,0.9688603353632562,0.6746749178340892
-12,adverb,0.6913369411979038,0.5405142930994189
-12,conj,0.7285856863316639,0.590413684820416
-12,negate,0.15657923751077674,0.12352411768898659
-12,verb,2.0318325439729135,1.5813306236993285
-12,adj,0.6660608713927875,0.5074038011177734
-12,compare,0.28272382134217966,0.21263424672627684
-12,interrog,0.23839327239138086,0.1900134303920047
-12,number,0.12322276563538466,0.08554394279378313
-12,quant,0.29136483803831764,0.23269433060831626
-12,affect,0.9556284438383228,0.8409377852321247
-12,posemo,0.6108689693834335,0.5585839962112051
-12,negemo,0.3339828117311283,0.270057342074585
-12,anx,0.04036440893343597,0.02591480826899798
-12,anger,0.12716736275780863,0.12554677915485438
-12,sad,0.07113335258265757,0.05104549045767904
-12,social,2.1087520240730835,1.7861110203251007
-12,family,0.060281254545888396,0.06890297621363926
-12,friend,0.06312927946706899,0.08613721258452073
-12,female,0.11361775043414944,0.12727304031867584
-12,male,0.1850836456009559,0.1038203475394126
-12,cogproc,1.4546227153278268,1.0899444370294473
-12,insight,0.28692983330925165,0.231376576135155
-12,cause,0.23780484844497973,0.18980907569635547
-12,discrep,0.20739328062932258,0.14641657914774325
-12,tentat,0.30172250913601395,0.2370726318351527
-12,certain,0.26678828660417914,0.16460280745252479
-12,differ,0.3381552508158787,0.25933695520730116
-12,percept,0.394059100309692,0.353155507968368
-12,see,0.1810619845440412,0.16979305239955533
-12,hear,0.11410789418839334,0.10083120352525557
-12,feel,0.07528056013340031,0.06599179343373612
-12,bio,0.3731990194465874,0.33717823833631094
-12,body,0.11014643108600433,0.08769601862281412
-12,health,0.11769167333932037,0.12362729282008088
-12,sexual,0.04514205045704415,0.05261740849594256
-12,ingest,0.08161417661691972,0.068318925632056
-12,drives,1.2708170504808625,0.981215972495684
-12,affiliation,0.4104231410409627,0.40040642594219555
-12,achiev,0.25672113799212515,0.19872600316260638
-12,power,0.45848878088355893,0.30040577817170017
-12,reward,0.23859188187084845,0.16901690833427474
-12,risk,0.08512542651752107,0.05006877778990813
-12,focuspast,0.3859168765042176,0.32185962190072587
-12,focuspresent,1.4057699531506955,1.099763615877138
-12,focusfuture,0.17744352946997163,0.10855816643740336
-12,relativ,1.9496912334527496,1.4770419071390948
-12,motion,0.2783301388035595,0.2113989897782019
-12,space,0.9094011362646006,0.6304726610699654
-12,time,0.786564012875544,0.6502561009777945
-12,work,0.40227015462442,0.37896486769297283
-12,leisure,0.22612751211591794,0.22212062753055878
-12,home,0.06136239774306322,0.04738658505414853
-12,money,0.12090089079396442,0.06952548228049879
-12,relig,0.05865661206822537,0.02947337319963495
-12,death,0.02682706792049088,0.032774930011891655
-12,informal,0.8376156209880037,0.7809864686703292
-12,swear,0.08133730964494953,0.048138777336226346
-12,netspeak,0.7011179003647239,0.6627534463909227
-12,assent,0.5800503925164062,0.529352296193367
-12,nonflu,0.02210443187380035,0.026176991817622848
-12,filler,0.004856285869834948,0.0070004789649140056
-11,fun,7.11276952276995,5.390543834339612
-11,pronoun,2.1029777354975696,1.5889928443248493
-11,ppron,1.3495178162339947,1.049397922882185
-11,i,0.5901454066142362,0.44733901572228807
-11,we,0.14165133547724357,0.13743450842048055
-11,you,0.33295728047436773,0.2894856339309343
-11,shehe,0.16401194688786305,0.10657778137403842
-11,they,0.12091725381907453,0.06896137349338416
-11,ipron,0.7520565060988266,0.5392858045946874
-11,article,0.8978037095045411,0.6688972442167789
-11,prep,1.863533104662393,1.419964075548351
-11,auxverb,1.0017589145017722,0.742197248992677
-11,adverb,0.703937329359643,0.5253483997972527
-11,conj,0.7358503455420244,0.5522587457519592
-11,negate,0.1635911019251566,0.14095197263650466
-11,verb,2.083821236130075,1.5482241450996679
-11,adj,0.6752643736415063,0.600206009700342
-11,compare,0.29229588377512766,0.23747102185699523
-11,interrog,0.2500321204873565,0.1864741454392619
-11,number,0.1258916712977581,0.08691929132482801
-11,quant,0.30709053112630463,0.23025346565182628
-11,affect,0.9635834525558857,0.877522114953299
-11,posemo,0.624159078817195,0.5788191868988406
-11,negemo,0.3297819926251076,0.28942245684404316
-11,anx,0.04280582273953297,0.048463205522230865
-11,anger,0.1252901545658065,0.10332097676059339
-11,sad,0.06897067544350005,0.06445253383894978
-11,social,2.153295717069164,1.8176761574435665
-11,family,0.06682576536275896,0.0518137632406367
-11,friend,0.06758043745339617,0.09638808988100599
-11,female,0.11308810292371228,0.1065125110011404
-11,male,0.18013150953307855,0.09835653621802451
-11,cogproc,1.512102880823695,1.0662444317780024
-11,insight,0.28863854656416355,0.2212504694053744
-11,cause,0.24877157292009755,0.16980136210822636
-11,discrep,0.21609893416566608,0.13567524452038923
-11,tentat,0.32909617526288865,0.2380005704190389
-11,certain,0.26442463347866046,0.172479121551512
-11,differ,0.36210738377532015,0.2699140547475855
-11,percept,0.3991750556728476,0.32882910649740205
-11,see,0.17466209886037598,0.1708498011299647
-11,hear,0.11827989175575469,0.07781946101421089
-11,feel,0.0811584983274484,0.06089208748801362
-11,bio,0.3956231758708262,0.42241791414421404
-11,body,0.114695155369079,0.09624100900747949
-11,health,0.11980519988939417,0.15647572712195404
-11,sexual,0.04596095915305615,0.04409205475746295
-11,ingest,0.09667816085633932,0.09863387386278177
-11,drives,1.2637683377413145,1.0796834368016632
-11,affiliation,0.4124578659055768,0.43917918383832943
-11,achiev,0.25780946895101303,0.20045701747875852
-11,power,0.44650245105874653,0.3306746253425559
-11,reward,0.23628770363587906,0.17609483183551355
-11,risk,0.08463251729188027,0.07252357677136631
-11,focuspast,0.39406296411535113,0.29822848561365023
-11,focuspresent,1.4448848602910285,1.0937515796863033
-11,focusfuture,0.17240810155112668,0.11679436232045623
-11,relativ,1.9340351316139517,1.5200370790947388
-11,motion,0.28310691263528504,0.2142493149988879
-11,space,0.8924785533138304,0.6768161056161813
-11,time,0.7880163993377901,0.651415574312858
-11,work,0.42569895375823497,0.2781277421386299
-11,leisure,0.22778833577563928,0.1741308017038336
-11,home,0.057977632985450424,0.03765542022489345
-11,money,0.12323781938023004,0.08303739920624545
-11,relig,0.06463235766795689,0.029573197105040146
-11,death,0.03080869293586382,0.03624457034169337
-11,informal,0.8487149519853103,0.7848576786539263
-11,swear,0.08294545566166531,0.04975747342733615
-11,netspeak,0.7127170757707202,0.6631083778495533
-11,assent,0.5795866873889431,0.5475313416090656
-11,nonflu,0.02444507507550991,0.019373393355748263
-11,filler,0.006120373508317883,0.005875601076150576
-10,fun,6.9924538381074655,5.2958873364383185
-10,pronoun,2.0795211389026647,1.58455730324526
-10,ppron,1.3395555915683366,1.0569208303298814
-10,i,0.5849797049102322,0.4669786342347851
-10,we,0.1446745420709662,0.12414215377736802
-10,you,0.3359517129515502,0.3302974795946554
-10,shehe,0.15511242117474938,0.0795803427152387
-10,they,0.11942077110468073,0.05634756446039469
-10,ipron,0.7391257949677712,0.5276364729153787
-10,article,0.9081342576646478,0.656655726924052
-10,prep,1.8350681139524199,1.367568378928531
-10,auxverb,0.9644709221989538,0.7461664757148206
-10,adverb,0.6799416809377078,0.5062570923281745
-10,conj,0.7125707811030823,0.56538918793652
-10,negate,0.15803634452182747,0.1332612876178922
-10,verb,2.03231065059425,1.575859036221537
-10,adj,0.6606964907407841,0.5419939639366061
-10,compare,0.27869953786373697,0.24660737624687518
-10,interrog,0.2550384540293881,0.1853433631398437
-10,number,0.12383345995785473,0.09443987153223568
-10,quant,0.29500872413941986,0.2521069969262238
-10,affect,0.9832230678644934,0.8538330793766209
-10,posemo,0.6473461264306355,0.6125491527713908
-10,negemo,0.32498093031588526,0.23578119557518853
-10,anx,0.03929213958137681,0.03387025303851305
-10,anger,0.12826620990408866,0.07137250760616347
-10,sad,0.061209444573341314,0.056758945725217794
-10,social,2.1749413835778695,1.8745806004962984
-10,family,0.06576504663892103,0.06065635423850295
-10,friend,0.09344123437888392,0.10452542985394465
-10,female,0.11270369656295483,0.10262245851362108
-10,male,0.17688173912360947,0.07965453651735434
-10,cogproc,1.4258235099614334,1.1592676021583168
-10,insight,0.2796907012800038,0.20971616716657426
-10,cause,0.23756040826698344,0.192972933474816
-10,discrep,0.20818847594236572,0.17778100693042773
-10,tentat,0.3019261159995981,0.27395804310355126
-10,certain,0.24736039692456913,0.1906681647299359
-10,differ,0.33602389404263083,0.2984165269275093
-10,percept,0.3992477196376888,0.2937113079712083
-10,see,0.18041778117650198,0.14733047771623392
-10,hear,0.11597981512258608,0.06707652911272381
-10,feel,0.07829476450999828,0.05813079630035929
-10,bio,0.3892563724161975,0.4064646928537055
-10,body,0.11475888846590439,0.08307792444694859
-10,health,0.11064673936648331,0.13340101382856656
-10,sexual,0.0463986298362778,0.03345742101657024
-10,ingest,0.08713313847573034,0.08975812217735041
-10,drives,1.30780448278405,1.105121119178097
-10,affiliation,0.45484150296039055,0.5159671808752442
-10,achiev,0.2533463027735396,0.19510116635782507
-10,power,0.4470358725826192,0.309350716809774
-10,reward,0.2414894729509015,0.16547001040764336
-10,risk,0.07940290266366187,0.05853768200380657
-10,focuspast,0.39695686860761814,0.28740939826943146
-10,focuspresent,1.395568166722495,1.1345379416741828
-10,focusfuture,0.185671574354112,0.12196601455188545
-10,relativ,1.9181742812427824,1.4196340878661053
-10,motion,0.2768962736018775,0.1861879483578733
-10,space,0.8970002694028476,0.583093138598118
-10,time,0.7657256278348943,0.6622702558899393
-10,work,0.3952589469791229,0.34547151906136275
-10,leisure,0.2400382052535852,0.18103365635647506
-10,home,0.05200765989344731,0.04397537717223235
-10,money,0.12752968023400807,0.0861122805709984
-10,relig,0.060217193468276926,0.04517754681650601
-10,death,0.030579962154179244,0.032726867300577105
-10,informal,0.8430992600565025,0.7961195047056772
-10,swear,0.08228250537129628,0.03664858381818312
-10,netspeak,0.6988717951170914,0.675470997108295
-10,assent,0.5766940402499767,0.5404200760328622
-10,nonflu,0.025116230272665588,0.027825785642591475
-10,filler,0.003982131470810482,0.01070690554372715
-9,fun,6.879660134553143,5.432481122671661
-9,pronoun,2.047613920182886,1.614831791506577
-9,ppron,1.3297948788371894,1.0613426517949107
-9,i,0.580737347473638,0.4656703869531145
-9,we,0.14555830142273807,0.10696226584571165
-9,you,0.3369534635142606,0.3203092565755071
-9,shehe,0.1546951707367846,0.11509454932030153
-9,they,0.11246511073214602,0.05441811355169933
-9,ipron,0.717417662844971,0.5527366190431704
-9,article,0.8782293213485738,0.68187414647783
-9,prep,1.7850029359422486,1.3641936655704374
-9,auxverb,0.961732304282044,0.7674712419562909
-9,adverb,0.6543305398311001,0.5730314322768238
-9,conj,0.7096391196420639,0.58468514230557
-9,negate,0.1649130636721566,0.12254058887433236
-9,verb,1.9921599015183853,1.5458482560053652
-9,adj,0.684086594565907,0.5660170100728895
-9,compare,0.27480862463812794,0.21486610614938287
-9,interrog,0.22097096363547156,0.1542445960793507
-9,number,0.13425548524459396,0.09404038786564008
-9,quant,0.29915059753051365,0.2746140266082549
-9,affect,1.0186592809480823,0.8784365229244366
-9,posemo,0.6951435182430502,0.5980637138522398
-9,negemo,0.31266192296673223,0.2661999952887338
-9,anx,0.038773891897054394,0.05187149725288627
-9,anger,0.13114586530845088,0.0781729953837003
-9,sad,0.0598476417219893,0.06207023806590999
-9,social,2.191253030604575,1.757390938522011
-9,family,0.06847929505971051,0.0543998317883972
-9,friend,0.13201813229699913,0.05228836091194483
-9,female,0.1101723627458673,0.11693138573211549
-9,male,0.18452789469621816,0.11363532381140388
-9,cogproc,1.4293426876314836,1.1367952325775825
-9,insight,0.25982894779367693,0.2253572865375838
-9,cause,0.22578130296787663,0.1798689001797663
-9,discrep,0.21311233143501454,0.17027099680616403
-9,tentat,0.318543826389665,0.2669782544447329
-9,certain,0.2629199594049443,0.19753513888923918
-9,differ,0.3443060587162824,0.2646851543036506
-9,percept,0.384566523947289,0.28016397404627247
-9,see,0.1822283772890357,0.14741200059198215
-9,hear,0.10779880704977694,0.07231417804388462
-9,feel,0.0712658765794458,0.044391070766317514
-9,bio,0.41103853703030097,0.3973886225973794
-9,body,0.11228765957717161,0.09059306871942908
-9,health,0.10429989823828109,0.15559382721512982
-9,sexual,0.05140037043418014,0.04266931883175545
-9,ingest,0.08912424842996886,0.07999734656983143
-9,drives,1.3172382329474084,0.9772211547261123
-9,affiliation,0.516168385989215,0.35291853692153446
-9,achiev,0.24544203954332078,0.2163738854204627
-9,power,0.4114869429009322,0.28761654012966
-9,reward,0.23467248055822948,0.194936963640622
-9,risk,0.07665734687792879,0.07485289895309087
-9,focuspast,0.3931026553949085,0.2749290997111256
-9,focuspresent,1.3782061180010738,1.1362696829097756
-9,focusfuture,0.185791362091097,0.14122780062449697
-9,relativ,1.932628947769922,1.4529816039790537
-9,motion,0.2769492244446779,0.21055832683610393
-9,space,0.887531730689505,0.6111357306072489
-9,time,0.7880101720994971,0.6645793806216885
-9,work,0.3581749417732585,0.3095145019081534
-9,leisure,0.23974960439428128,0.19546602792384454
-9,home,0.055080556604719666,0.03771675984330606
-9,money,0.12265631765458525,0.07248347388813325
-9,relig,0.058894248071161844,0.04378880633609205
-9,death,0.028560003912241068,0.0428522715748378
-9,informal,0.8465522113008751,0.7939813331930313
-9,swear,0.08608868379398069,0.048085844501721375
-9,netspeak,0.7009826942394028,0.6615066257572644
-9,assent,0.5711785192207718,0.5507367151052086
-9,nonflu,0.02639826122884748,0.024428098806668255
-9,filler,0.004810356383756173,0.005075008661591869
-8,fun,6.98006783559363,5.283709532331099
-8,pronoun,2.07915796080584,1.5886792662848426
-8,ppron,1.3337408734894447,1.055827218121703
-8,i,0.5936082803520376,0.4838946528823567
-8,we,0.12597271036937155,0.11616215657538285
-8,you,0.3298631038702709,0.3047459491906539
-8,shehe,0.1757104172451484,0.09034745728000322
-8,they,0.10874617901331776,0.06075319369471972
-8,ipron,0.7447162076383739,0.5326260083801378
-8,article,0.880111132013915,0.6723369855221727
-8,prep,1.7772161400668167,1.359928337636919
-8,auxverb,0.9768913968162335,0.72837225667285
-8,adverb,0.707469548538615,0.5352418992613346
-8,conj,0.740646977504413,0.5672127404360179
-8,negate,0.16714964627719464,0.12773557758172988
-8,verb,2.0254041423054656,1.6118940989059198
-8,adj,0.6562316610485633,0.538966287227035
-8,compare,0.2804403366443241,0.24802461288864397
-8,interrog,0.24767974761694905,0.20107627406155004
-8,number,0.12602731463504363,0.09335071256932467
-8,quant,0.29935879798668574,0.23372905614706316
-8,affect,1.0004946389247042,0.8651781859651446
-8,posemo,0.6317273205072803,0.5497551203007772
-8,negemo,0.3576392313173964,0.3021359792995181
-8,anx,0.042858611567747236,0.06354813868503456
-8,anger,0.15060528475219795,0.09608005238187954
-8,sad,0.07226123562040813,0.07119598156093507
-8,social,2.1440820567768597,1.8185227031088378
-8,family,0.062393217432585905,0.055713544033584396
-8,friend,0.06687303765450074,0.05966439090772564
-8,female,0.12532188006225722,0.0896843818758434
-8,male,0.1961943058377303,0.10499226779400202
-8,cogproc,1.457443506302627,1.1063576426359043
-8,insight,0.2778459196811559,0.24985556609752854
-8,cause,0.22795796583929734,0.17685849967045675
-8,discrep,0.2131188332121457,0.1680098317105558
-8,tentat,0.32532518178614794,0.24680430328628214
-8,certain,0.27224866813883164,0.16885023412095201
-8,differ,0.34676752087483725,0.2534479522562822
-8,percept,0.3873158849370083,0.33731245334250304
-8,see,0.18130330843404965,0.1587961379745088
-8,hear,0.11008367161202655,0.08805910067006927
-8,feel,0.07485011265479626,0.06534301950343602
-8,bio,0.3878430909576637,0.3813325002642081
-8,body,0.11959635591874236,0.0856614027427466
-8,health,0.11029146481749769,0.12868690244531278
-8,sexual,0.049143404623587454,0.03524886201098231
-8,ingest,0.08553331506476385,0.11602506537580581
-8,drives,1.2071498062624213,0.9546047677260984
-8,affiliation,0.3904695809454009,0.3526360724367525
-8,achiev,0.23899826515586256,0.1905586266607818
-8,power,0.41874697468881994,0.2996899317262243
-8,reward,0.24548208806146646,0.171440077497052
-8,risk,0.07904290868906381,0.05874569040797282
-8,focuspast,0.4068981332931153,0.2845609788188534
-8,focuspresent,1.408353812391335,1.137014150940874
-8,focusfuture,0.17499035672903301,0.13007464230580862
-8,relativ,1.9065641001661096,1.440683394086212
-8,motion,0.26620949744588446,0.19484598633659922
-8,space,0.8862450057147375,0.6618506583285801
-8,time,0.77233206426626555,0.6110072584451189
-8,work,0.33832487908553793,0.3207495591929416
-8,leisure,0.22857304783873425,0.2147813804103423
-8,home,0.05281589723123875,0.050547950154247734
-8,money,0.10691339956373075,0.07424341603673039
-8,relig,0.058469753650553624,0.045006208255059174
-8,death,0.03570303288300618,0.03809677983259336
-8,informal,0.8746468245326396,0.7985758208614593
-8,swear,0.09212351227181112,0.05755099423280058
